of,tren,sku,fecha_fin,oee,disponibilidad,rendimiento,ineficiencia,familia,marca,cerveza,envase,tipo_envase,cambios,mat_precio,par_tot,pnp,limpieza,idle,h_tot,hl,uds,maintenance_flag,tipo_cambio,ch_brand,ch_envase,ch_volume,ch_palet,ch_product,ch_cap,ch_primary,ch_secondary,par_tot_min,pnp_min,limpieza_min,idle_min
0000566747-1,19.0,VI12LTX,2025-04-16,0.40637608683298293,0.5664601920781952,0.7173956661316212,0.16008410524521224,120424PCAFCT00,VICTORIA,K011900,KR82806,LATA 1/2 SR.,NO,VICTORIA 1/2 LATA CAJA 24U.,1.5608333333333333,1.5608333333333333,0.0,0.0,4.888055555555556,774.74,154947.0,0,Marca,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.64999999999999,93.64999999999999,0.0,0.0
0000576233-1,19.0,VI12LTX,2025-05-02,0.20716345978312464,0.3008141954799372,0.6886758101711373,0.09365073569681259,120424PCAFCT00,VICTORIA,K011900,KR82806,LATA 1/2 SR.,NO,VICTORIA 1/2 LATA CAJA 24U.,4.794444444444444,4.794444444444444,0.0,0.0,7.608055555555556,614.7,122939.0,1,"Pack, Primario",1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,287.66666666666663,287.66666666666663,0.0,0.0
0000578946-1,19.0,VI12LTX,2025-05-18,0.2749158911172281,0.40503342508847817,0.6787486515641855,0.13011753397125006,120424PCAFCT00,VICTORIA,K011900,KR82806,LATA 1/2 SR.,NO,VICTORIA 1/2 LATA CAJA 24U.,3.7824999999999998,1.4955555555555555,0.0,0.0,6.3575,681.69,136338.0,0,Referencia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.95,89.73333333333333,0.0,0.0
0000591990-1,19.0,VI12LTX,2025-06-06,0.48065114950735394,0.5767528202199057,0.8333745976726913,0.09610167071255177,120424PCAFCT00,VICTORIA,K011900,KR82806,LATA 1/2 SR.,NO,VICTORIA 1/2 LATA CAJA 24U.,0.8233333333333333,0.4775,0.0,0.0,1.9452777777777779,364.66,72931.0,0,Marca,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.39999999999999,28.65,0.0,0.0
0000604765-1,19.0,VI12LTX,2025-06-26,0.3553488875070967,0.5205872016004758,0.6825924387203989,0.1652383140933791,120424PCAFCT00,VICTORIA,K011900,KR82806,LATA 1/2 SR.,NO,VICTORIA 1/2 LATA CAJA 24U.,4.925833333333333,4.3425,0.04388888888888889,0.0,10.274722222222222,1424.04,284807.0,0,Referencia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295.55,260.55,2.6333333333333333,0.0
0000613540-1,19.0,VI12LTX,2025-07-13,0.5817686545383792,0.7538671076953011,0.7717124790295522,0.17209845315692188,120424PCAFCT00,VICTORIA,K011900,KR82806,LATA 1/2 SR.,NO,VICTORIA 1/2 LATA CAJA 24U.,0.7027777777777778,0.5747222222222222,0.0,0.0,2.855277777777778,647.9,129580.0,0,Marca,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.16666666666667,34.483333333333334,0.0,0.0
PRT9900015933-M,19.0,VI12LTX,2025-06-12,0.4425424340917299,0.5448898519321055,0.8121686108165429,0.10234741784037558,120424PCAFCT00,VICTORIA,K011900,KR82806,LATA 1/2 SR.,SI,VICTORIA 1/2 LATA CAJA 24U.,1.7502777777777778,1.1419444444444444,0.0,0.0,3.845833333333333,663.8,132759.0,0,Marca,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.01666666666667,68.51666666666667,0.0,0.0
0000525706-1,19.0,VI1312MN,2025-01-16,0.3095923421915791,0.5175045183747239,0.5982408485318846,0.20791217618314478,130012MPDF0000,VICTORIA,K011900,KR81115,LATA 1/3 SR.,SI,VICTORIA 1/3 LATA PACK 12U.,2.002222222222222,1.7527777777777778,0.0,0.0,4.1497222222222225,381.58,115629.0,1,Pack. Secundario,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,120.13333333333333,105.16666666666667,0.0,0.0
0000528579-1,17.0,VI1324MM,2025-01-23,0.49653500641665477,0.5295308712391273,0.9376884963377854,0.03299586482247255,130624MPDFCT00,VICTORIA,K011900,KR81115,LATA 1/3 SR.,SI,VICTORIA 1/3 LATA RETRACT.24U LC PR.SEL.,3.9816666666666665,3.9816666666666665,0.0,0.0,9.740277777777777,1436.46,435291.0,1,Pack. Secundario,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,238.89999999999998,238.89999999999998,0.0,0.0
0000536815-1,14.0,VI13L6AU,2025-02-15,0.4827586206896551,0.5862068965517241,0.8235294117647058,0.10344827586206896,130624PCWAPK00,VICTORIA,K011900,KR81114,LATA 1/3 SR.,NO,VICTORIA 1/3 LATA CJ-4 PACK C.6U AUSP.HT,0.0033333333333333335,0.0033333333333333335,0.0,0.0,0.008055555555555555,0.82,249.0,0,Pack. Secundario,1.0,,,1.0,1.0,,,1.0,0.2,0.2,0.0,0.0
0000568521-1,14.0,VI13L6AU,2025-04-22,0.3734686554923369,0.23353324106822493,1.5992098331870062,-0.13993541442411195,130624PCWAPK00,VICTORIA,K011900,KR81114,LATA 1/3 SR.,NO,VICTORIA 1/3 LATA CJ-4 PACK C.6U AUSP.HT,4.681388888888889,4.153611111111111,0.0,0.5277777777777778,5.946944444444444,400.77,121444.0,1,Pack. Secundario,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,280.8833333333333,249.21666666666667,0.0,31.666666666666668
0000607870-1,14.0,VI13L6AU,2025-06-26,0.2218587101136339,0.29592793735959344,0.7497051886792453,0.07406922724595956,130624PCWAPK00,VICTORIA,K011900,KR81114,LATA 1/3 SR.,NO,VICTORIA 1/3 LATA CJ-4 PACK C.6U AUSP.HT,8.966944444444444,8.336388888888889,0.32972222222222225,0.0,12.735833333333334,559.47,169536.0,0,Contenido,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,538.0166666666667,500.18333333333334,19.783333333333335,0.0
0000616553-1,14.0,VI13L6AU,2025-07-18,0.2074061459279443,0.27208219800181654,0.7622922317268238,0.06467605207387224,130624PCWAPK00,VICTORIA,K011900,KR81114,LATA 1/3 SR.,NO,VICTORIA 1/3 LATA CJ-4 PACK C.6U AUSP.HT,10.423055555555557,10.4175,0.005555555555555556,0.0,14.68,602.89,182694.0,0,Pack. Secundario,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,625.3833333333334,625.0500000000001,0.33333333333333337,0.0
0000519449-1,14.0,VI13L6N,2025-01-09,0.3707973590655155,0.44012188928390045,0.8424878836833603,0.06932453021838497,130606PC00PK00,VICTORIA,K011900,KR81115,LATA 1/3 SR.,SI,VICTORIA 1/3 LATA PACK CERRADO 6U.,3.062222222222222,2.05,0.0,0.0,5.469444444444444,401.6,121696.0,0,"Pack, Primario",1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,183.73333333333332,122.99999999999999,0.0,0.0
0000520179-1,14.0,VI13L6N,2025-01-03,0.11721406941532728,0.1462380619613324,0.8015291494106404,0.029023992546005125,130606PC00PK00,VICTORIA,K011900,KR81115,LATA 1/3 SR.,SI,VICTORIA 1/3 LATA PACK CERRADO 6U.,10.181111111111111,10.155833333333334,0.0,0.0,11.925,276.78,83874.0,1,Palet,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,610.8666666666667,609.35,0.0,0.0
0000525681-1,14.0,VI13L6N,2025-01-14,0.43747048638438535,0.5512749881945538,0.7935612820329788,0.11380450181016842,130606PC00PK00,VICTORIA,K011900,KR81115,LATA 1/3 SR.,SI,VICTORIA 1/3 LATA PACK CERRADO 6U.,3.1702777777777778,3.1675,0.0,0.002777777777777778,7.0616666666666665,611.49,185299.0,1,Pack. Secundario,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,190.21666666666667,190.05,0.0,0.16666666666666669
0000530605-1,14.0,VI13L6N,2025-01-29,0.41293964394268345,0.4942621425469884,0.8354668674698795,0.08132249860430495,130606PC00PK00,VICTORIA,K011900,KR81115,LATA 1/3 SR.,SI,VICTORIA 1/3 LATA PACK CERRADO 6U.,2.267777777777778,1.3333333333333333,0.0,0.0030555555555555557,4.481111111111111,366.15,110954.0,0,Palet,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,136.06666666666666,80.0,0.0,0.18333333333333335
0000537845-1,14.0,VI13L6N,2025-02-04,0.4521631644004945,0.49975278121137207,0.9047736829087312,0.04758961681087762,130606PC00PK00,VICTORIA,K011900,KR81115,LATA 1/3 SR.,SI,VICTORIA 1/3 LATA PACK CERRADO 6U.,2.2483333333333335,2.225,0.0,0.0,4.4944444444444445,402.4,121940.0,0,Palet,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,134.9,133.5,0.0,0.0
0000537918-1,14.0,VI13L6N,2025-02-11,0.3126767294595563,0.3730534867975626,0.8381552257926764,0.06037675733800629,130606PC00PK00,VICTORIA,K011900,KR81115,LATA 1/3 SR.,SI,VICTORIA 1/3 LATA PACK CERRADO 6U.,4.392777777777778,4.352777777777778,0.0,0.0,6.974722222222222,431.84,130861.0,0,Palet,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,263.56666666666666,261.1666666666667,0.0,0.0
0000689284-1,19.0,VI13LB24,2025-10-31,0.5778122261912786,0.6801914133584956,0.8494847403884265,0.1023791871672171,130024PCTR0000,VICTORIA,K011900,KR81120,LATA 1/3 SR.,NO,VICTORIA 1/3 LATA,1.4508333333333332,0.8272222222222222,0.0,0.13277777777777777,4.254166666666666,707.31,214335.0,1,Contenido,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,87.05,49.63333333333333,0.0,7.966666666666667
PRT9900016650-M,19.0,VI13LB24,2025-10-31,0.5568862275449101,0.6114829165199014,0.9107142857142857,0.054596688974991196,130024PCTR0000,VICTORIA,K011900,KR81120,LATA 1/3 SR.,NO,VICTORIA 1/3 LATA,0.52,0.1675,0.0,0.0022222222222222222,1.5794444444444444,260.94,79074.0,0,Contenido,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,31.200000000000003,10.05,0.0,0.13333333333333333
0000519474-1,17.0,VI13LN,2025-01-03,0.5511188167091076,0.6140217803543371,0.8975558104650136,0.06290296364522945,130624PCAFCT00,VICTORIA,K011900,KR81115,LATA 1/3 SR.,SI,VICTORIA 1/3 LATA,3.957777777777778,3.486388888888889,0.0,0.0,10.25388888888889,1678.4,508605.0,1,Contenido,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,237.46666666666667,209.18333333333334,0.0,0.0
0000525064-1,17.0,VI13LN,2025-01-08,0.47083001856271545,0.5119331742243437,0.9197099197099197,0.04110315566162821,130624PCAFCT00,VICTORIA,K011900,KR81115,LATA 1/3 SR.,SI,VICTORIA 1/3 LATA,1.0225,0.4905555555555556,0.0,0.0,2.095,293.04,88799.0,0,Contenido,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,61.349999999999994,29.433333333333334,0.0,0.0
0000530624-1,17.0,VI13LN,2025-01-29,0.6116659713872052,0.6605972859561728,0.9259286775631501,0.048931314568967633,130624PCAFCT00,VICTORIA,K011900,KR81115,LATA 1/3 SR.,SI,VICTORIA 1/3 LATA,3.538611111111111,3.538611111111111,0.0,0.0,11.319722222222222,2056.39,623150.0,0,Marca,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.31666666666666,212.31666666666666,0.0,0.0
0000534608-1,17.0,VI13LN,2025-02-04,0.6030699689236274,0.631132875035314,0.9555356609967174,0.0280629061116866,130624PCAFCT00,VICTORIA,K011900,KR81115,LATA 1/3 SR.,SI,VICTORIA 1/3 LATA,1.0880555555555556,0.41055555555555556,0.0,0.0,2.9497222222222224,528.39,160118.0,0,Contenido,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,65.28333333333333,24.633333333333333,0.0,0.0
0000560427-1,17.0,VI13LN,2025-03-29,0.6777116275840522,0.7308767118532276,0.927258478198917,0.05316508426917536,130624PCAFCT00,VICTORIA,K011900,KR81115,LATA 1/3 SR.,SI,VICTORIA 1/3 LATA,4.470833333333333,4.064166666666667,0.0,0.4066666666666667,16.41027777777778,3221.23,976130.0,0,Contenido,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,268.25,243.85000000000002,0.0,24.400000000000002
0000560428-1,17.0,VI13LN,2025-04-06,0.5171201574913872,0.6778691790292718,0.7628612916609044,0.16074902153788465,130624PCAFCT00,VICTORIA,K011900,KR81116,LATA 1/3 SR.,SI,VICTORIA 1/3 LATA,3.8180555555555555,2.999722222222222,0.0,0.0,11.8525,1820.44,551647.0,1,Contenido,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,229.08333333333334,179.98333333333332,0.0,0.0
0000647189-1,17.0,VI13LN,2025-08-20,0.5274674115456238,0.6189944134078212,0.8521359807460891,0.0915270018621974,130624PCAFCT00,VICTORIA,K011900,KR81116,LATA 1/3 SR.,NO,VICTORIA 1/3 LATA,1.1366666666666667,0.3338888888888889,0.0,0.0,2.9833333333333334,467.42,141641.0,1,Contenido,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,68.2,20.033333333333335,0.0,0.0
0000653922-1,17.0,VI13LN,2025-09-04,0.6136980051202758,0.679158956680439,0.9036146826655719,0.06546095156016324,130624PCAFCT00,VICTORIA,K011900,KR81116,LATA 1/3 SR.,NO,VICTORIA 1/3 LATA,7.21,6.600833333333333,0.0,0.6091666666666666,22.52638888888889,3994.86,1210564.0,1,Contenido,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,432.6,396.05,0.0,36.55
PRT9900015375-M,17.0,VI13LN,2025-01-23,0.741689060660044,0.7632778767474864,0.9717156533090707,0.021588816087442255,130624PCAFCT00,VICTORIA,K011900,KR81115,LATA 1/3 SR.,SI,VICTORIA 1/3 LATA,2.1777777777777776,2.1777777777777776,0.0,0.0,9.199722222222222,2026.58,614115.0,0,Pack. Secundario,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,130.66666666666666,130.66666666666666,0.0,0.0
0000519450-1,14.0,VI13LP6M,2025-01-03,0.13408213408213407,0.25515878147457094,0.5254850854329568,0.12107664739243687,130606PC00PK00,VICTORIA,K011900,KR81115,LATA 1/3 SR.,SI,VICTORIA 1/3 LATA PACK CERRADO 6U.,11.199722222222222,11.199722222222222,0.0,0.0,15.036388888888888,399.24,120981.0,1,"Pack, Primario",1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,671.9833333333333,671.9833333333333,0.0,0.0
0000525683-1,14.0,VI13LP6M,2025-01-14,0.4396511180469451,0.5491042797896447,0.8006696254769134,0.10945316174269956,130606PC00PK00,VICTORIA,K011900,KR81115,LATA 1/3 SR.,SI,VICTORIA 1/3 LATA PACK CERRADO 6U.,2.9294444444444445,2.738888888888889,0.0,0.0,6.496944444444445,565.58,171387.0,1,Palet,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,175.76666666666668,164.33333333333334,0.0,0.0
0000526575-1,14.0,VI13LP6M,2025-01-10,0.4866228210203691,0.5643956324628057,0.8622016065165743,0.07777281144243663,130606PC00PK00,VICTORIA,K011900,KR81115,LATA 1/3 SR.,SI,VICTORIA 1/3 LATA PACK CERRADO 6U.,1.895,1.895,0.0,0.0,4.3502777777777775,419.18,127023.0,0,Palet,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,113.7,113.7,0.0,0.0
0000528563-1,14.0,VI13LP6M,2025-01-21,0.408922588608711,0.4774878034444249,0.8564042592478611,0.06856521483571387,130606PC00PK00,VICTORIA,K011900,KR81115,LATA 1/3 SR.,SI,VICTORIA 1/3 LATA PACK CERRADO 6U.,4.926111111111111,4.921111111111111,0.0,0.005,9.456666666666667,765.31,231912.0,1,Pack. Secundario,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,295.56666666666666,295.26666666666665,0.0,0.3
0000530606-1,14.0,VI13LP6M,2025-01-29,0.5466997130185234,0.6650578311157492,0.8220333442301405,0.11835811809722585,130606PC00PK00,VICTORIA,K011900,KR81115,LATA 1/3 SR.,SI,VICTORIA 1/3 LATA PACK CERRADO 6U.,1.8069444444444445,1.8069444444444445,0.0,0.0,6.388333333333334,691.57,209566.0,0,Contenido,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,108.41666666666667,108.41666666666667,0.0,0.0
0000534595-1,14.0,VI13LP6M,2025-02-04,0.5536301718945467,0.6401797711161562,0.8648042266772816,0.0865495992216096,130606PC00PK00,VICTORIA,K011900,KR81115,LATA 1/3 SR.,SI,VICTORIA 1/3 LATA PACK CERRADO 6U.,2.0327777777777776,2.0327777777777776,0.0,0.0,5.995277777777778,657.23,199160.0,0,Pack. Secundario,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,121.96666666666665,121.96666666666665,0.0,0.0
0000536817-1,14.0,VI13LP6M,2025-02-11,0.455372809131751,0.5353334747315042,0.8506339144215531,0.07996066559975319,130606PC00PK00,VICTORIA,K011900,KR81115,LATA 1/3 SR.,SI,VICTORIA 1/3 LATA PACK CERRADO 6U.,8.020277777777778,6.123333333333333,0.0,1.8969444444444445,16.303333333333335,1298.99,393633.0,0,Pack. Secundario,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,481.2166666666667,367.4,0.0,113.81666666666668
PRT9900015452-M,14.0,VI13LP6M,2025-02-11,0.8125,1.0,0.8125,0.1875,130606PC00PK00,VICTORIA,K011900,KR81115,LATA 1/3 SR.,NO,VICTORIA 1/3 LATA PACK CERRADO 6U.,0.0,0.0,0.0,0.0,0.0044444444444444444,0.76,229.0,0,Palet,,,,1.0,,,,,0.0,0.0,0.0,0.0
PRT9900015454-M,14.0,VI13LP6M,2025-02-11,0.5741758241758242,0.6943935693935694,0.8268737636456883,0.12021774521774521,130606PC00PK00,VICTORIA,K011900,KR81115,LATA 1/3 SR.,SI,VICTORIA 1/3 LATA PACK CERRADO 6U.,2.263333333333333,1.668611111111111,0.0,0.5947222222222223,6.054722222222222,620.75,188105.0,0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.79999999999998,100.11666666666666,0.0,35.68333333333334
0000586661-1,14.0,VI13LTX,2025-06-17,0.5141727539214558,0.6315219378118379,0.8141803524720209,0.11734918389038203,130624PCAFCT00,VICTORIA,K011900,KR81117,LATA 1/3 SR.,NO,VICTORIA 1/3 LATA,17.09722222222222,14.429444444444444,0.0,2.667777777777778,43.69916666666666,4177.26,1265837.0,1,Pack. Secundario,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1025.8333333333333,865.7666666666667,0.0,160.06666666666666
0000607229-1,17.0,VI13LTX,2025-07-03,0.5248187805865253,0.5650366118408948,0.9288226100547018,0.0402178312543695,130624PCAFCT00,VICTORIA,K011900,KR81117,LATA 1/3 SR.,NO,VICTORIA 1/3 LATA,2.9069444444444446,2.709722222222222,0.19722222222222222,0.0,7.549166666666666,1176.76,356594.0,1,Contenido,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,174.41666666666669,162.58333333333331,11.833333333333332,0.0
0000607694-1,17.0,VI13LTX,2025-06-27,0.5106576180462626,0.6127732109857899,0.8333549980501754,0.10211559293952718,130624PCAFCT00,VICTORIA,K011900,KR81117,LATA 1/3 SR.,NO,VICTORIA 1/3 LATA,8.314722222222223,6.4911111111111115,0.0,1.5627777777777778,18.999444444444446,2644.6,801393.0,1,Contenido,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,498.8833333333333,389.4666666666667,0.0,93.76666666666667
0000621570-1,14.0,VI13LTX,2025-07-13,0.3127492186658045,0.45868551106184474,0.681838015641258,0.14593629239604022,130624PCAFCT00,VICTORIA,K011900,KR81117,LATA 1/3 SR.,NO,VICTORIA 1/3 LATA,9.766666666666666,9.310277777777777,0.0,0.0,18.0425,1117.28,338569.0,1,Pack. Secundario,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,586.0,558.6166666666667,0.0,0.0
0000623064-1,17.0,VI13LTX,2025-07-22,0.6068364094841172,0.7218505936328932,0.8406676046771142,0.11501418414877596,130624PCAFCT00,VICTORIA,K011900,KR81117,LATA 1/3 SR.,NO,VICTORIA 1/3 LATA,2.206111111111111,1.8052777777777778,0.0,0.0,7.931388888888889,1429.51,433185.0,1,Contenido,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,132.36666666666665,108.31666666666666,0.0,0.0
0000641873-1,17.0,VI13LTX,2025-08-09,0.5222066100555929,0.6423116867249068,0.8130112231310633,0.12010507666931394,130624PCAFCT00,VICTORIA,K011900,KR81117,LATA 1/3 SR.,NO,VICTORIA 1/3 LATA,1.626388888888889,1.2519444444444445,0.0,0.0,4.546944444444445,705.25,213712.0,1,Marca,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.58333333333334,75.11666666666667,0.0,0.0
PRT9900016074-M,14.0,VI13LTX,2025-07-21,0.51141969870496,0.7309047660999031,0.699707708069668,0.21948506739494317,130624PCAFCT00,VICTORIA,K011900,KR81117,LATA 1/3 SR.,NO,VICTORIA 1/3 LATA,6.431666666666667,6.429444444444444,0.0,0.0022222222222222222,25.226666666666667,2554.26,774017.0,1,Marca,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385.9,385.76666666666665,0.0,0.13333333333333333
0000525692-1,17.0,VNT13LT,2025-01-14,0.468077474892396,0.491869918699187,0.9516285853184249,0.02379244380679101,130624PCAFCT00,"VICTORIA 0,0 TOSTADA",K015101,KR83601,LATA 1/3 SR.,SI,"VICTORIA 0,0 TOSTADA 1/3 LATA CAJA24U LC",1.1805555555555556,0.64,0.0,0.0,2.3233333333333333,323.06,97898.0,1,Marca,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.83333333333333,38.4,0.0,0.0
0000541585-1,17.0,VNT13LT,2025-02-20,0.3434911956259548,0.3592506231406288,0.9561324977618622,0.015759427514673956,130624PCAFCT00,"VICTORIA 0,0 TOSTADA",K015101,KR83601,LATA 1/3 SR.,SI,"VICTORIA 0,0 TOSTADA 1/3 LATA CAJA24U LC",2.213611111111111,0.32083333333333336,1.2113888888888888,0.0,3.4547222222222222,352.52,106823.0,0,Contenido,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,132.81666666666666,19.25,72.68333333333334,0.0
0000550169-1,17.0,VNT13LT,2025-03-11,0.6686944314459523,0.7005147402901264,0.9545758183032732,0.031820308844174076,130624PCAFCT00,"VICTORIA 0,0 TOSTADA",K015101,KR83601,LATA 1/3 SR.,SI,"VICTORIA 0,0 TOSTADA 1/3 LATA CAJA24U LC",0.5333333333333333,0.07777777777777778,0.0,0.0,1.7808333333333333,353.74,107195.0,0,Marca,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,4.666666666666667,0.0,0.0
0000560429-1,17.0,VNT13LT,2025-04-01,0.3552544063851014,0.3954938476887263,0.8982552028589447,0.040239441303624876,130624PCAFCT00,"VICTORIA 0,0 TOSTADA",K015101,KR83602,LATA 1/3 SR.,SI,"VICTORIA 0,0 TOSTADA 1/3 LATA CAJA24U LC",2.019722222222222,1.3955555555555557,0.0,0.0,3.341111111111111,352.53,106826.0,1,Marca,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.18333333333334,83.73333333333333,0.0,0.0
0000574773-1,17.0,VNT13LT,2025-05-05,0.4616219737270655,0.6691998697209858,0.6898118105126542,0.20757789599392032,130624PCAFCT00,"VICTORIA 0,0 TOSTADA",K015101,KR83601,LATA 1/3 SR.,NO,"VICTORIA 0,0 TOSTADA 1/3 LATA CAJA24U LC",0.8463888888888889,0.51,0.0,0.0,2.558611111111111,350.82,106310.0,0,Marca,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.78333333333333,30.6,0.0,0.0
0000588370-1,17.0,VNT13LT,2025-05-26,0.34214949137549755,0.36886333480760725,0.9275779376498801,0.026713843432109686,130624PCAFCT00,"VICTORIA 0,0 TOSTADA",K015101,KR83601,LATA 1/3 SR.,NO,"VICTORIA 0,0 TOSTADA 1/3 LATA CAJA24U LC",1.9819444444444443,1.4169444444444443,0.0,0.0,3.140277777777778,319.14,96709.0,0,Pack. Secundario,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,118.91666666666666,85.01666666666667,0.0,0.0
0000598428-1,17.0,VNT13LT,2025-06-17,0.3889800382827454,0.45036915504511893,0.8636915604128719,0.06138911676237353,130624PCAFCT00,"VICTORIA 0,0 TOSTADA",K015101,KR83601,LATA 1/3 SR.,NO,"VICTORIA 0,0 TOSTADA 1/3 LATA CAJA24U LC",1.1166666666666667,0.5111111111111111,0.0,0.0,2.0316666666666667,234.75,71135.0,0,Marca,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,30.666666666666664,0.0,0.0
0000602665-1,17.0,VNT13LT,2025-06-24,0.3486133768352365,0.38752039151712886,0.8996000841928015,0.03890701468189233,130624PCAFCT00,"VICTORIA 0,0 TOSTADA",K015101,KR83601,LATA 1/3 SR.,NO,"VICTORIA 0,0 TOSTADA 1/3 LATA CAJA24U LC",2.0858333333333334,1.6088888888888888,0.0,0.0,3.4055555555555554,352.64,106859.0,0,Contenido,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,125.15,96.53333333333333,0.0,0.0
0000607230-1,17.0,VNT13LT,2025-06-30,0.32684864534528413,0.4215726217152169,0.7753080454215994,0.09472397636993278,130624PCAFCT00,"VICTORIA 0,0 TOSTADA",K015101,KR83601,LATA 1/3 SR.,NO,"VICTORIA 0,0 TOSTADA 1/3 LATA CAJA24U LC",1.5775000000000001,1.1880555555555556,0.0,0.0,2.727222222222222,264.74,80225.0,0,Marca,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.65,71.28333333333333,0.0,0.0
0000621861-1,17.0,VNT13LT,2025-08-12,0.2867724015779728,0.45020529748007404,0.6369814020028612,0.16343289590210128,130624PCAFCT00,"VICTORIA 0,0 TOSTADA",K015101,KR83602,LATA 1/3 SR.,NO,"VICTORIA 0,0 TOSTADA 1/3 LATA CAJA24U LC",1.1922222222222223,1.1922222222222223,0.0,0.0,3.450277777777778,293.9,89061.0,0,Contenido,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,71.53333333333333,71.53333333333333,0.0,0.0
0000623065-1,17.0,VNT13LT,2025-07-17,0.6302845201736055,0.7088892461019128,0.8891156462585034,0.07860472592830735,130624PCAFCT00,"VICTORIA 0,0 TOSTADA",K015101,KR83602,LATA 1/3 SR.,NO,"VICTORIA 0,0 TOSTADA 1/3 LATA CAJA24U LC",0.5030555555555556,0.12944444444444445,0.0,0.0,1.7280555555555555,323.51,98033.0,0,Marca,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.183333333333337,7.766666666666667,0.0,0.0
0000631472-1,17.0,VNT13LT,2025-07-28,0.5198624904507257,0.6046600458365164,0.8597599494630449,0.08479755538579067,130624PCAFCT00,"VICTORIA 0,0 TOSTADA",K015101,KR83602,LATA 1/3 SR.,NO,"VICTORIA 0,0 TOSTADA 1/3 LATA CAJA24U LC",0.575,0.12611111111111112,0.0,0.0,1.4544444444444444,224.6,68060.0,0,Marca,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.5,7.566666666666667,0.0,0.0
0000650290-1,17.0,VNT13LT,2025-08-28,0.4972588358800886,0.5772774991251604,0.8613861386138614,0.08001866324507173,130624PCAFCT00,"VICTORIA 0,0 TOSTADA",K015101,KR83602,LATA 1/3 SR.,NO,"VICTORIA 0,0 TOSTADA 1/3 LATA CAJA24U LC",1.0066666666666666,0.6852777777777778,0.0,0.0,2.381388888888889,351.71,106579.0,0,Marca,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.4,41.11666666666667,0.0,0.0
